ID,Title,Play,Year,Directors,Medium,Country,Faithful?,IMDb Rating, BoxOffice , Budget ,URL,New Time Period?,Reviewers
10,As You Like It,As You Like It,1992,Christine Edzard,Film,UK,No,5.6,,,https://www.imdb.com/title/tt0103723/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_as%2520you%2520like%2520it%25201992,Yes,95
11,"As You Like It
(Shakespeare: The Animated Tales)",As You Like It,1994,Alexei Karaev,TV,Russia,Yes,7.5,,,https://www.imdb.com/title/tt0774078/?ref_=ttep_ep3,No,50
12,As You Like It,As You Like It,2006,Kenneth Branagh,Film,UK,Yes,7.7,,,https://www.imdb.com/title/tt0450972/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_as%2520you%2520like%2520it%25202006,Yes,3700
13,As You Like It,As You Like It,2010,"Robert Budreau
Des McAnuff",TV,Canada,No,4.2,,,https://www.imdb.com/title/tt1651883/?ref_=nv_sr_srsg_2_tt_8_nm_0_q_as%2520you%2520like%2520it%25202010,,6
14,As You Like It,As You Like It,2010,Thea Sharrock,Video,,,,,,https://www.imdb.com/title/tt1710532/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_as%2520you%2520like%2520it%25202010,,166
15,The Boys from Syracuse,The Comedy of Errors,1940,A. Edward Sutherland,Film,US,No,5.9,,,https://www.imdb.com/title/tt0032276/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_the%2520boys%2520from%2520syracuse,No,151
16,"Bhranti Bilas
(Bengali: ভ্রান্তি বিলাস, lit. 'Illusion of illusion)'",The Comedy of Errors,1963,Manu Sen,Film,India,No,7.8,,,https://www.imdb.com/title/tt2609170/?ref_=nv_sr_srsg_0_tt_1_nm_1_q_bhranti%2520bilas,Yes,140
17,"The Comedy of Errors
(Festival)",The Comedy of Errors,1967,"Peter Duguid
Clifford Williams",TV,,,,,,,,0
18,Do Dooni Char,The Comedy of Errors,1968,Debu Sen,Film,India,No,7.3,,,https://www.imdb.com/title/tt0060317/?ref_=nv_sr_srsg_0_tt_2_nm_1_q_do%2520dooni%2520char,Yes,74
19,The Comedy of Errors,The Comedy of Errors,1978,Philip Casson,TV,UK,Yes,7.8,,,,No,0
20,"Angoor
(Hindi: अंगूर, lit. 'Grape)'",The Comedy of Errors,1982,Gulzar,Film,India,No,8.3,,,https://www.imdb.com/title/tt0215517/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_angoor,Yes,5700
21,"The Comedy of Errors
(BBC Television Shakespeare)",The Comedy of Errors,1983,James Cellan Jones,TV,UK,Yes,6.9,,,https://www.imdb.com/title/tt14801970/?ref_=ttep_ep3,No,0
22,The Comedy of Errors,The Comedy of Errors,1987,Robert Woodruff,TV,US,Yes,9.3,,,https://www.imdb.com/title/tt0088941/?ref_=nv_sr_srsg_3_tt_8_nm_0_q_comedy%2520of%2520errors,,83
23,The Comedy of Errors,The Comedy of Errors,1989,Richard Monette,TV,Canada,No,8.1,,,https://www.imdb.com/title/tt0122024/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_comedy%2520of%2520errors%25201989,,50
24,Love's Labor Lost,Love's Labour's Lost,1920,Vernon Stallings,Animation,US,No,5.1,,,https://www.imdb.com/title/tt0365457/?ref_=fn_al_tt_1,Yes,49
25,"Love's Labour's Lost
(Play of the Month)",Love's Labour's Lost,1975,Basil Coleman,TV,UK,Yes,8.4,,,https://www.imdb.com/title/tt0073313/?ref_=ttep_ep3,No,30
26,"Love's Labour's Lost
(BBC Television Shakespeare)",Love's Labour's Lost,1985,Elijah Moshinsky,TV,UK,Yes,,,,https://www.imdb.com/title/tt14801990/?ref_=ttep_ep4,No,0
27,Love's Labour's Lost,Love's Labour's Lost,2000,Kenneth Branagh,Film,UK,No,5.9,299792," $ 13,000,000.00 ",,,0
28,"Measure for Measure
(Italian: Dente per dente, lit. 'A tooth for a tooth)'",Measure for Measure,1943,Marco Elter,Film,Italy,Yes,,,,https://www.imdb.com/title/tt0034642/?ref_=fn_al_tt_10,No,0
29,"Measure For Measure
(BBC Television Shakespeare)",Measure for Measure,1979,Desmond Davis,TV,UK,Yes,7.5,,,https://www.imdb.com/title/tt0077920/?ref_=ttep_ep5,No,230
30,Measure for Measure,Measure for Measure,1994,David Thacker,TV,,,,,,,,0
31,Measure for Measure,Measure for Measure,2006,Bob Komar,Film,UK,No,5.4,," $ 45,380.79 ",https://www.imdb.com/title/tt0834931/?ref_=fn_al_tt_2,, 69 
32,M4M: Measure for Measure,Measure for Measure,2015,Gabriel Manwaring,Film,US,No,5.3,,,https://www.imdb.com/title/tt2708382/?ref_=fn_al_tt_4,Yes,14
33,Measure For Measure,Measure for Measure,2019,Paul Ireland,Film,Australia,No,5.6,,,https://www.imdb.com/title/tt8846706/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_measure%2520for%2520measure%25202019,Yes,369
34,The Merchant of Venice,The Merchant of Venice,1914,"Phillips Smalley
Lois Weber",Silent,US,Yes,5.4,,,https://www.imdb.com/title/tt0004325/?ref_=nv_sr_srsg_9_tt_8_nm_0_q_merchant%2520of%2520venice,No,34
35,The Merchant of Venice,The Merchant of Venice,1916,Walter West,Silent,UK,Yes,5.4,,,https://www.imdb.com/title/tt0007057/?ref_=nv_sr_srsg_3_tt_8_nm_0_q_merchant%2520of%2520venice%25201916,No,8
36,The Merchant of Venice,The Merchant of Venice,1922,Challis Sanderson,Silent,UK,Yes,,,,https://www.imdb.com/title/tt0311512/?ref_=nv_sr_srsg_3_tt_8_nm_0_q_merchant%2520of%2520venice%25201922,No,0
37,Der Kaufmann von Venedig,The Merchant of Venice,1923,Peter Paul Felner,Silent,Germany,Yes,5.7,,,https://www.imdb.com/title/tt0014175/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_der%2520kaufman,No,38
38,The Merchant of Venice,The Merchant of Venice,1947,George More O'Ferrall,TV,UK,Yes,,,,https://www.imdb.com/title/tt0039618/?ref_=nv_sr_srsg_6_tt_6_nm_2_q_the%2520merchant%2520of%2520venice%25201947,No,0
39,"The Merchant of Venice
(Sunday Night Theatre)",The Merchant of Venice,1955,Hal Burton,TV,UK,Yes,8,,,https://www.imdb.com/title/tt0048371/?ref_=fn_al_tt_1,No,13
40,"The Merchant of Venice
(Play of the Month)",The Merchant of Venice,1972,Cedric Messina,TV,UK,Yes,7.3,,,https://www.imdb.com/title/tt0068937/?ref_=fn_al_tt_1,No,53
41,The Merchant of Venice,The Merchant of Venice,1973,John Sichel,TV,UK,Yes,7.3,,,https://www.imdb.com/title/tt0070386/?ref_=nv_sr_srsg_0_tt_6_nm_2_q_the%2520merchant%2520of%2520venice%25201973,No,290
42,The Merchant of Venice,The Merchant of Venice,1976,John Sichel,TV,Canada,Yes,6,,,https://www.imdb.com/title/tt0170239/?ref_=nv_sr_srsg_7_tt_6_nm_2_q_the%2520merchant%2520of%2520venice%25201976,No,6
43,"The Merchant of Venice
(BBC Television Shakespeare)",The Merchant of Venice,1980,Jack Gold,TV,UK,Yes,7.3,,,https://www.imdb.com/title/tt0081152/?ref_=nv_sr_srsg_0_tt_6_nm_2_q_the%2520merchant%2520of%2520venice%25201980,No,291
44,The Merchant of Venice,The Merchant of Venice,1996,Alan Horrox,TV,UK,Yes,6.1,,,https://www.imdb.com/title/tt0138606/?ref_=nv_sr_srsg_0_tt_6_nm_2_q_the%2520merchant%2520of%2520venice%25201996,No,27
45,The Merchant of Venice,The Merchant of Venice,2001,"Chris Hunt
Trevor Nunn",TV,UK,Yes,7.5,,,https://www.imdb.com/title/tt0298061/?ref_=fn_al_tt_1,No,106
46,"The Maori Merchant of Venice
(Māori: Te Tangata Whai Rawa o Weniti)",The Merchant of Venice,2002,Don Selwyn,Film,New Zealand,No,7,,,https://www.imdb.com/title/tt0300179/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_the%2520maori%2520mer,Yes,33
47,The Merchant of Venice,The Merchant of Venice,2004,Michael Radford,Film,UK,Yes,7,21560182," $ 30,000,000.00 ",https://www.imdb.com/title/tt0379889/?ref_=nv_sr_srsg_0_tt_5_nm_3_q_the%2520merchant%2520of%2520venice%25202004,No,38000
48,"The Merry Wives of Windsor
(German: Die lustigen Weiber von Windsor)",The Merry Wives of Windsor,1950,Georg Wildhagen,Film,East Germany,Yes,6.4,,,https://www.imdb.com/title/tt0042695/?ref_=nv_sr_srsg_7_tt_8_nm_0_q_the%2520merry%2520wives%2520of%2520windsor1950,No,23
49,"The Merry Wives of Windsor
(Sunday Night Theatre)",The Merry Wives of Windsor,1952,Julian Amyes,TV,UK,Yes,,,,https://www.imdb.com/title/tt0044901/?ref_=fn_al_tt_1,No,0
50,Chimes at Midnight,The Merry Wives of Windsor,1966,Orson Welles,Film,Spain,Yes,7.6,126724," $ 800,000.00 ",https://www.imdb.com/title/tt0059012/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_chimes%2520at%2520mi,No,9900
51,The Merry Wives of Windsor,The Merry Wives of Windsor,1970,Jack Manning,TV,,,,,,,,0
52,"The Merry Wives of Windsor
(BBC Television Shakespeare)",The Merry Wives of Windsor,1982,David Jones,TV,UK,Yes,6.9,,,https://www.imdb.com/title/tt0084325/?ref_=fn_al_tt_3,No,166
53,A Midsummer Night's Dream,A Midsummer Night's Dream,1909,"Charles Kent
J. Stuart Blackton",Silent,US,Yes,5.6,,,https://www.imdb.com/title/tt0000966/?ref_=nv_sr_srsg_4_tt_8_nm_0_q_a%2520midsummer%2520night%27s%2520dream%25201909,No,356
54,"Wood Love
(German: Ein Sommernachtstraum)",A Midsummer Night's Dream,1925,Hans Neumann,Silent,Germany,,,,,https://www.imdb.com/title/tt0015352/?ref_=nv_sr_srsg_0_tt_1_nm_0_q_wood%2520love%25201925,,0
55,A Midsummer Night's Dream,A Midsummer Night's Dream,1935,"Max Reinhardt
William Dieterle",Film,US,Yes,6.8,2616000,,https://www.imdb.com/title/tt0026714/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_a%2520midsummer%2520night%27s%2520dream%25201935,No,3800
56,"A Midsummer Night's Dream
(Czech: Sen noci svatojánské)",A Midsummer Night's Dream,1959,Jiří Trnka,Film,Czechoslovakia,Yes,7.2,,,https://www.imdb.com/title/tt0053261/?ref_=nv_sr_srsg_1_tt_8_nm_0_q_a%2520midsummer%2520night%27s%2520dream%25201959,No,445
57,A Midsummer Night's Dream,A Midsummer Night's Dream,1968,Peter Hall,Film,UK,Yes,6.5,,,https://www.imdb.com/title/tt0063297/?ref_=nv_sr_srsg_4_tt_8_nm_0_q_a%2520midsummer%2520night%27s%2520dream%25201959,No,853
58,"A Midsummer Night's Dream
(French: Le Songe d'une nuit d'été)",A Midsummer Night's Dream,1969,Jean-Christophe Averty,TV,France,Yes,8.4,,,https://www.imdb.com/title/tt0176164/?ref_=nv_sr_srsg_4_tt_8_nm_0_q_a%2520midsummer%2520night%27s%2520dream%25201969,No,44
59,"A Midsummer Night's Dream
(BBC Television Shakespeare)",A Midsummer Night's Dream,1980,Elijah Moshinsky,TV,,,,,,,,0
60,"Dream of a Summer Night
(Italian: Sogno di una Notte d'Estate)",A Midsummer Night's Dream,1983,Gabriele Salvatores,Film,Italy,Yes,5.4,,,https://www.imdb.com/title/tt0086332/?ref_=nv_sr_srsg_1_tt_8_nm_0_q_dream%2520of%2520a%2520summer%2520night%25201983,No,79
61,"A Midsummer Night's Dream
(Shakespeare: The Animated Tales)",A Midsummer Night's Dream,1992,Robert Saakiants,TV,,,,,,,,0
62,A Midsummer Night's Dream,A Midsummer Night's Dream,1996,Adrian Noble,Film,UK,Yes,6.2,,,https://www.imdb.com/title/tt0117043/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_a%2520midsummer%2520night%27s%2520dream%25201996,No,387
63,A Midsummer Night's Dream,A Midsummer Night's Dream,1999,Michael Hoffman,Film,UK,Yes,6.4,16071990," $ 11,000,000.00 ",https://www.imdb.com/title/tt0140379/?ref_=nv_sr_srsg_1_tt_8_nm_0_q_a%2520midsummer%2520night%27s%2520dream%25201996,Yes,27000
64,The Children's Midsummer Night's Dream,A Midsummer Night's Dream,2001,Christine Edzard,Film,UK,Yes,5.8,,,https://www.imdb.com/title/tt0289114/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_the%2520children%27s%2520midsu,No,29
65,Get Over It,A Midsummer Night's Dream,2001,Tommy O'Haver,Film,US,No,5.7,19900366," $ 22,000,000.00 ",https://www.imdb.com/title/tt0192071/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_get%2520over%2520it,Yes,20000
66,A Midsummer Night's Rave,A Midsummer Night's Dream,2002,Gil Cates Jr.,Film,US,No,5,," $ 1,500,000.00 ",https://www.imdb.com/title/tt0323248/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_a%2520midsummer%2520night%27s%2520rave,Yes,548
67,"Midsummer Dream
(Spanish: El Sueño de una Noche de San Juan)",A Midsummer Night's Dream,2005,"Ángel de la Cruz
Manolo Gómez",Film,Spain,No,4.6,1086122,,https://www.imdb.com/title/tt0443123/plotsummary/?ref_=tt_ov_pl,Yes,412
68,"A Midsummer Night's Dream
(ShakespeaRe-Told)",A Midsummer Night's Dream,2005,Peter Bowker,TV,UK,No,6.7,,,https://www.imdb.com/title/tt0462425/?ref_=ttep_ep4,Yes,395
69,Were the World Mine,A Midsummer Night's Dream,2008,Tom Gustafson,Film,US,No,6.8,123789,,https://www.imdb.com/title/tt0476991/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_were%2520the%2520world%2520mine,Yes,5900
70,10ml LOVE,A Midsummer Night's Dream,2010,Sharat Katariya,Film,India,No,6.4,,,https://www.imdb.com/title/tt1667460/?ref_=nv_sr_srsg_0_tt_6_nm_0_q_10%2520ml,Yes,173
71,A Midsummer Night's Dream,A Midsummer Night's Dream,2015,Julie Taymor,Film,US,Yes,,,,https://www.imdb.com/title/tt3812730/?ref_=fn_al_tt_10,No,341
72,Strange Magic,A Midsummer Night's Dream,2015,Gary Rydstrom,Film,US,No,5.7,13603453,,https://www.imdb.com/title/tt4191054/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_strange%2520magic,Yes,12000
73,A Midsummer Night's Dream,A Midsummer Night's Dream,2016,David Kerr,TV,UK,Yes,6.4,,,https://www.imdb.com/title/tt5051278/?ref_=nv_sr_srsg_3_tt_8_nm_0_q_a%2520midsummer%2520night%27s%2520dream,Yes,807
74,A Midsummer Night's Dream,A Midsummer Night's Dream,2018,Casey Wilder Mott,Film,US,Yes,5.5,,,https://www.imdb.com/title/tt5659816/?ref_=nv_sr_srsg_5_tt_8_nm_0_q_a%2520midsummer%2520night%27s%2520dream%25202018,Yes,252
75,Much Ado About Nothing,Much Ado About Nothing,1973,"Nick Havinga
A.J. Antoon",TV,US,Yes,7.7,,,https://www.imdb.com/title/tt0071870/?ref_=fn_al_tt_7,Yes,111
76,Much Ado About Nothing (Russian: Много шума из ничего),Much Ado About Nothing,1973,Samson Samsonov,Film,,,,,,,,0
77,"Much Ado About Nothing
(BBC Television Shakespeare)",Much Ado About Nothing,1984,Stuart Burge,TV,UK,Yes,8.1,,,https://www.imdb.com/title/tt0087752/?ref_=fn_al_tt_4,No,271
78,Much Ado About Nothing,Much Ado About Nothing,1993,Kenneth Branagh,Film,UK,Yes,7.3,22549338," $ 11,000,000.00 ",https://www.imdb.com/title/tt0107616/?ref_=fn_al_tt_1,Yes,51000
79,"Much Ado About Nothing
(ShakespeaRe-Told)",Much Ado About Nothing,2005,Brian Percival,TV,UK,No,7.6,,,https://www.imdb.com/title/tt0468034/?ref_=ttep_ep1,Yes,888
80,Much Ado About Nothing,Much Ado About Nothing,2012,Joss Whedon,Film,US,Yes,7,5341221,,https://www.imdb.com/title/tt2094064/?ref_=fn_al_tt_3,Yes,17000
81,The Taming of the Shrew,The Taming of the Shrew,1908,D. W. Griffith,Silent,US,Yes,5.4,,,https://www.imdb.com/title/tt0000770/?ref_=fn_al_tt_13,No,162
82,Daring Youth,The Taming of the Shrew,1924,William Beaudine,Silent,US,No,,,,https://www.imdb.com/title/tt0014829/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_daring%2520youth,Yes,0
83,The Taming of the Shrew,The Taming of the Shrew,1929,Sam Taylor,Film,US,Yes,6.2,," $ 504,000.00 ",https://www.imdb.com/title/tt0020479/?ref_=ttpl_ov,No,632
84,You Made Me Love You,The Taming of the Shrew,1933,Monty Banks,Film,UK,No,6.4,,,https://www.imdb.com/title/tt0024794/?ref_=nv_sr_srsg_1_tt_8_nm_0_q_you%2520made%2520me%2520love%2520you%25201933,Yes,121
85,"Kiss Me, Kate",The Taming of the Shrew,1953,George Sidney,Film,US,No,7,3117000," $ 1,981,000.00 ",https://www.imdb.com/title/tt0045963/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_kiss%2520me%2520kate,Yes,6700
86,The Taming of the Shrew,The Taming of the Shrew,1962,Alan Burke,TV,Australia,,,,,https://www.imdb.com/title/tt1784682/?ref_=fn_al_tt_23,,0
87,"Arivaali
(Tamil: அறிவாளி)",The Taming of the Shrew,1963,A. T. Krishnaswami,Film,India,,8.2,,,https://www.imdb.com/title/tt1435461/?ref_=nv_sr_srsg_7_tt_7_nm_1_q_arivaali,,13
88,"The Taming of the Shrew
(Italian: La Bisbetica domata)",The Taming of the Shrew,1967,Franco Zeffirelli,Film,Italy,Yes,7.1,12000000," $ 4,000,000.00 ",https://www.imdb.com/title/tt0061407/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_la%2520bisbetica,No,8.5
89,The Taming of the Shrew,The Taming of the Shrew,1973,Robin Lovejoy,TV,Australia,Yes,,,,https://www.imdb.com/title/tt0376235/?ref_=fn_al_tt_16,Yes,0
90,The Taming of the Shrew,The Taming of the Shrew,1973,Kirk Browning,TV,US,Yes,8.8,,,https://www.imdb.com/title/tt0125534/?ref_=nv_sr_srsg_2_tt_8_nm_0_q_the%2520taming%2520of%2520the%2520shrew%2520robin%2520jovejoy,No,291
91,"The Taming of the Scoundrel
(Italian: Il Bisbetico Domato)",The Taming of the Shrew,1980,"Franco Castellano
Giuseppe Moccia",Film,Italy,No,7.6,,,https://www.imdb.com/title/tt0080439/?ref_=nv_sr_srsg_2_tt_1_nm_5_q_the%2520taming%2520of%2520the%2520scoundrel,Yes,9300
92,"The Taming of the Shrew
(BBC Television Shakespeare)",The Taming of the Shrew,1980,Jonathan Miller,TV,UK,Yes,7.2,,,https://www.imdb.com/title/tt0081597/?ref_=fn_al_tt_4,No,389
93,"Kiss Me, Petruchio",The Taming of the Shrew,1981,Christopher Dixon,TV,US,No,8,,,https://www.imdb.com/title/tt0342642/?ref_=nv_sr_srsg_0_tt_1_nm_0_q_kiss%2520me%2520petruchio,Yes,106
94,"The Taming of the Shrew
(The Shakespeare Collection)",The Taming of the Shrew,1983,John Allinson,Video,US,Yes,6.2,,,https://www.imdb.com/title/tt0203974/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_the%2520taming%2520of%2520the%2520shrew%25201983,,35
95,"Atomic Shakespeare
(Moonlighting)",The Taming of the Shrew,1986,Will Mackenzie,TV,US,No,8.4,,,https://www.imdb.com/title/tt0651043/?ref_=fn_al_tt_1,Yes,370
96,"Nanjundi Kalyana
(Kannada: ನಂಜುಂಡಿ ಕಲ್ಯಾಣ, lit. 'Nanjundi's marriage)'",The Taming of the Shrew,1989,M. S. Rajashekar,Film,India,No,8.2,,,https://www.imdb.com/title/tt8593290/?ref_=nv_sr_srsg_0_tt_3_nm_5_q_nanjundi,Yes,59
97,"Mahajananiki Maradalu Pilla
(Telugu: మహాజనానికి మరదలు పిల్ల, lit. 'A child of neglect)'",The Taming of the Shrew,1990,"Vallabhaneni Janardhan
Vijaya Bapineedu",Film,India,,5.5,," $ 15,000,000.00 ",https://www.imdb.com/title/tt1579623/?ref_=nv_sr_srsg_0_tt_2_nm_2_q_mahajananiki,,8
98,"The Taming of the Shrew
(Shakespeare: The Animated Tales)",The Taming of the Shrew,1994,Aida Ziablikova,TV,Russia,Yes,7.7,,,https://www.imdb.com/title/tt0774079/?ref_=fn_al_tt_1,No,59
99,10 Things I Hate About You,The Taming of the Shrew,1999,Gil Junger,Film,US,No,7.3,53479734," $ 30,000,000.00 ",https://www.imdb.com/title/tt0147800/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_10%2520things%2520i%2520hate%2520about%2520you,Yes,373000
100,"The Carnation and the Rose
(Portuguese: O Cravo e a Rosa)",The Taming of the Shrew,2000,,Telenovela,Brazil,No,8.1,,,https://www.imdb.com/title/tt0251503/?ref_=nv_sr_srsg_0_tt_7_nm_1_q_o%2520cravo%2520e%2520a%2520ro,Yes,634
101,Deliver Us from Eva,The Taming of the Shrew,2003,Gary Hardwick,Film,US,No,6,17573594,,https://www.imdb.com/title/tt0301181/?ref_=nv_sr_srsg_7_tt_8_nm_0_q_deliver%2520us%2520,Yes,7600
102,"The Taming of The Shrew
(ShakespeaRe-Told)",The Taming of the Shrew,2005,David Richards,TV,UK,No,8.1,,,https://www.imdb.com/title/tt0453555/?ref_=ttep_ep3,Yes,1500
103,"Frivolous Wife
(Korean: 날나리 종부전)[35]",The Taming of the Shrew,2008,Lim Won-kook,Film,South Korea,No,5.3,151787,, https://www.imdb.com/title/tt1240955/?ref_=nv_sr_srsg_0_tt_2_nm_0_q_frivolous%2520wife ,Yes,191
104,Twelfth Night,Twelfth Night,1910,"Eugene Mullin
Charles Kent",Film,US,Yes,5.4,,,https://www.imdb.com/title/tt0125564/?ref_=fn_al_tt_19,No,272
105,Twelfth Night,Twelfth Night,1933,Orson Welles,Film,US,Yes,5.9,,,https://www.imdb.com/title/tt7794952/?ref_=fn_al_tt_9,No,35
106,"Twelfth Night
(Russian: Двенадцатая ночь)",Twelfth Night,1955,Yan Frid,Film,USSR,Yes,7.4,,,https://www.imdb.com/title/tt0049166/?ref_=fn_al_tt_5,No,291
107,Twelfth Night,Twelfth Night,1966,Ken Hannam,TV,Australia,Yes,,,,https://www.imdb.com/title/tt1784706/?ref_=fn_al_tt_26,No,0
108,Twelfth Night,Twelfth Night,1970,"John Sichel
John Dexter",TV,UK,Yes,6.9,,,https://www.imdb.com/title/tt0125569/?ref_=fn_al_tt_51,No,119
109,"Twelfth Night
(BBC Television Shakespeare)",Twelfth Night,1980,John Gorrie,TV,UK,Yes,7.8,,,https://www.imdb.com/title/tt0081668/?ref_=fn_al_tt_5,No,286
110,Twelfth Night,Twelfth Night,1986,Neil Armfield,Film,Australia,Yes,6.2,,,https://www.imdb.com/title/tt0094197/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_twelfth%2520night%25201986,Yes,112
111,Twelfth Night,Twelfth Night,1988,Kenneth Branagh,TV,UK,Yes,,,,,No,
112,"Twelfth Night
(Shakespeare: The Animated Tales)",Twelfth Night,1992,Maria Muat,TV,Russia,Yes,8.1,,,https://www.imdb.com/title/tt0105663/?ref_=fn_al_tt_2,No,67
113,Twelfth Night,Twelfth Night,1996,Trevor Nunn,Film,Ireland,Yes,7.1,588621," $ 5,000,000.00 ",https://www.imdb.com/title/tt0117991/?ref_=tt_mv_close,Yes,6300
114,"Twelfth Night, or What You Will",Twelfth Night,2003,Tim Supple,TV,UK,Yes,6.5,,,https://www.imdb.com/title/tt0364717/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_twelfth%2520night%25202003,Yes,135
115,She's the Man,Twelfth Night,2006,Andy Fickman,Film,US,No,6.4,57194667," $ 20,000,000.00 ",https://www.imdb.com/title/tt0454945/?ref_=nv_sr_srsg_1_tt_7_nm_0_q_she%27s%2520the%2520man,Yes,172000
116,Twelfth Night,Twelfth Night,2013,Tim Carroll,Film,UK,Yes,8.9,," $ 74,013.91 ",https://www.imdb.com/title/tt5622262/?ref_=nv_sr_srsg_5_tt_8_nm_0_q_twelfth%2520night,Yes,423
117,"A Spray of Plum Blossoms
(Chinese: 一剪梅; pinyin: Yī jiǎn méi)",The Two Gentlemen of Verona,1931,Bu Wancang,Silent film,China,No,5.9,,,https://www.imdb.com/title/tt0192842/?ref_=nv_sr_srsg_0_tt_6_nm_0_q_a%2520spray%2520of%2520plum%2520blossoms,Yes,71
118,"The Two Gentlemen of Verona
(BBC Television Shakespeare)",The Two Gentlemen of Verona,1983,Don Taylor,TV,UK,Yes,6.5,,,https://www.imdb.com/title/tt0086492/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_the%2520two%2520gentlemen%2520,No,126
119,Antony and Cleopatra,Antony and Cleopatra,1908,"J. Stuart Blackton
Charles Kent",Film,US,Yes,3.5,,,https://www.imdb.com/title/tt0000634/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_antony%2520and%2520cleopatra%25201908,,26
120,"Antony and Cleopatra
(Italian: Marcantonio e Cleopatra)[41]",Antony and Cleopatra,1913,Enrico Guazzoni,Silent film,Italy,No,5.5,,,https://www.imdb.com/title/tt0184703/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_antony%2520and%2520cleopatra%25201913,No,72
121,Antony and Cleopatra,Antony and Cleopatra,1959,Christopher Muir,TV,Australia,Yes,,,,https://www.imdb.com/title/tt3508918/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_antony%2520and%2520cleopatra%25201959,No,0
122,Antony and Cleopatra,Antony and Cleopatra,1972,Charlton Heston,Film,UK,Yes,5.8,," $ 1,600,000.00 ",https://www.imdb.com/title/tt0068920/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_antony%2520and%2520cleopatra%25201972,No,1200
123,Antony and Cleopatra,Antony and Cleopatra,1974,Jon Scoffield,TV,UK,Yes,6.8,,,https://www.imdb.com/title/tt0175447/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_antony%2520and%2520cleopatra%25201974,No,125
124,"Antony & Cleopatra
(BBC Television Shakespeare)",Antony and Cleopatra,1981,Jonathan Miller,TV,UK,Yes,6.4,,,https://www.imdb.com/title/tt0080374/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_antony%2520and%2520cleopatra%25201981,No,153
125,Kannaki,Antony and Cleopatra,2002,Jayaraaj,Film,India,No,5.8,,,https://www.imdb.com/title/tt0355638/?ref_=nv_sr_srsg_0_tt_5_nm_3_q_kannaki,,45
126,"The Tragedy of Coriolanus
(BBC Television Shakespeare)",Coriolanus,1984,Elijah Moshinsky,TV,UK,Yes,7.4,,,https://www.imdb.com/title/tt0086467/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_the%2520tragedy%2520of%2520corio,No,136
127,Coriolanus,Coriolanus,2012,Ralph Fiennes,Film,UK,Yes,6.1,2400000," $ 7,700,000.00 ",https://www.imdb.com/title/tt1372686/?ref_=nv_sr_srsg_0_tt_8_nm_0_q_coriolanus,Yes,33000
128,"Hamlet
(French: Le Duel d'Hamlet)",Hamlet,1900,Clément Maurice,Film,France,Yes,5.3,,,https://www.imdb.com/title/tt0000306/?ref_=fn_al_tt_1,No,249
129,Hamlet,Hamlet,1907,Georges Méliès,Silent,France,Yes,5.1,,,https://www.imdb.com/title/tt0000598/?ref_=nv_sr_srsg_0_tt_2_nm_0_q_hamlet%25201907,No,36
130,Hamlet,Hamlet,1908,Henri Desfontaines,Silent,France,Yes,5.1,,,https://www.imdb.com/title/tt0001242/?ref_=nv_sr_srsg_1_tt_5_nm_0_q_hamlet%25201908,No,18
131,Hamlet,Hamlet,1912,Charles Raymond,Silent,UK,Yes,,,,,No,0
132,Hamlet,Hamlet,1913,Hay Plumb,Silent,UK,Yes,5,,,https://www.imdb.com/title/tt0002922/?ref_=nv_sr_srsg_0_tt_7_nm_0_q_hamlet%25201913,No,80
133,"Hamlet
(Italian: Amleto)",Hamlet,1917,Eleuterio Rodolfi,Silent,Italy,Yes,5.4,,,https://www.imdb.com/title/tt0008040/?ref_=nv_sr_srsg_0_tt_6_nm_0_q_hamlet%25201917,No,11
